link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall)
https://tiktok.com/v289,dove_official,Dove,Beauty and Wellbeing,2024-06-17,Makro,True,224183,4042,instagram,brand say,55,Avant-garde,Earthy neutrals,Theatrical spotlights,Narrator Only (unseen),0,N/A,Experience the power of premium quality with our latest innovation.,Standard/Expected,Humor,Premium quality,Visit store,High - likely to provoke discussion/change - Focuses on sustainability,Surface-level/Fleeting,Deliberately Stylized Realism,3,Showcases a desired outcome,Facial Close-up of Talent,Sudden Silence followed by sound,No,Urgency,Static Shot,Confusing/Ineffective
https://tiktok.com/v290,lux_official,Lux,Beauty and Wellbeing,2024-02-22,Nano,True,1687840,69248,instagram,brand say,15,Minimalist,Neon Glow,Theatrical spotlights,Mixed,3,Children,Experience the power of premium quality with our latest innovation.,Highly Original/Unexpected,Empathy,Premium quality,Follow social media,Low - incidental - Challenges gender norms,Purely Functional/None,Clearly Staged/Aspirational,4,Displays a startling fact,Text-heavy Introduction,Intriguing Sound Effects,Yes - 'Stop!',Confusion,Static Shot,Confusing/Ineffective
https://tiktok.com/v291,molto_official,Molto,Home Care,2024-03-13,Nano,True,363195,14723,instagram,other say,53,Documentary-style,Bright and saturated,Dramatic/High contrast,Real Customer/User,1,Mixed,Experience the power of instant results with our latest innovation.,Standard/Expected,Excitement,Instant results,Share content,Moderate - raises awareness - Challenges gender norms,Moderate & Engaging,Fictional/Fantastical,5,Presents an intriguing visual,Direct Product Close-up,Sudden Silence followed by sound,Yes - 'Stop!',Urgency,Static Shot,Effective but Standard
https://tiktok.com/v292,scarlett_official,Scarlett,Beauty and Wellbeing,2024-07-04,Nano,False,1188664,24275,instagram,other say,15,Cartoonish,Bright and saturated,Colored gels,Real Customer/User,3,Diverse family unit,Experience the power of premium quality with our latest innovation.,Highly Original/Unexpected,Fear of Missing Out,Premium quality,Visit store,High - likely to provoke discussion/change - Focuses on sustainability,Surface-level/Fleeting,Perceived as Real,5,Presents an intriguing visual,Text-heavy Introduction,Upbeat Jingle,Yes - 'Limited Offer',Empathy,Static Shot,Highly Unique & Effective
https://tiktok.com/v293,vaseline_official,Vaseline,Beauty and Wellbeing,2024-06-27,Mega,True,201112,5637,instagram,other say,47,Retro-futuristic,Earthy neutrals,Bright/Overhead,Animal,3,N/A,Experience the power of time-saving convenience with our latest innovation.,Clichéd/Uninspired,Humor,Time-saving convenience,Purchase now,Low - incidental - Challenges gender norms,Purely Functional/None,Highly Authentic/Raw,4,Displays a startling fact,Aspirational Lifestyle Scene,Direct Voiceover Question,Yes - 'Stop!',Urgency,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v294,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-07-03,Nano,True,835418,28659,instagram,brand say,47,Minimalist,"Warm tones (reds, oranges)",Soft/Diffused,Animal,2,N/A,Experience the power of unbeatable price with our latest innovation.,Clichéd/Uninspired,Excitement,Unbeatable price,Learn more,None,Surface-level/Fleeting,Fictional/Fantastical,3,Presents an intriguing visual,Direct Product Close-up,Dialogue snippet,No,Calmness,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v295,so_klin_official,So Klin,Home Care,2024-07-03,Nano,False,1238749,18137,instagram,other say,51,Abstract,"Warm tones (reds, oranges)",Expressive shadows,Animated/CGI Character,1,Elderly couple,Experience the power of time-saving convenience with our latest innovation.,Highly Original/Unexpected,Fear of Missing Out,Time-saving convenience,Share content,None,Purely Functional/None,Clearly Staged/Aspirational,4,Presents an intriguing visual,Intriguing/Abstract Visual,Abrupt Music Start,No,Urgency,Slow/Deliberate,Effective but Standard
https://tiktok.com/v296,scarlett_official,Scarlett,Beauty and Wellbeing,2024-02-13,Mikro,False,419271,7324,instagram,other say,46,Gritty,Muted Vintage,Theatrical spotlights,Narrator Only (unseen),0,N/A,Experience the power of enhanced connectivity with our latest innovation.,Clichéd/Uninspired,Security,Enhanced connectivity,Visit store,Moderate - raises awareness - Challenges gender norms,Moderate & Engaging,Clearly Staged/Aspirational,4,Showcases a desired outcome,Facial Close-up of Talent,Direct Voiceover Question,Yes - 'Wait...',Humor,Static Shot,Confusing/Ineffective
https://tiktok.com/v297,downy_official,Downy,Home Care,2024-01-26,Nano,False,616576,10701,instagram,brand say,15,Futuristic,Monochromatic,Colored gels,Narrator Only (unseen),0,N/A,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Empowerment,Healthier lifestyle,Learn more,Moderate - raises awareness - Challenges gender norms,Purely Functional/None,Clearly Staged/Aspirational,5,Presents an intriguing visual,Aspirational Lifestyle Scene,Whispered confession,Yes - 'Stop!',Curiosity,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v298,attack_official,Attack,Home Care,2024-03-26,Makro,False,235586,10299,instagram,brand say,48,Minimalist,Pastels,Bright/Overhead,Animal,1,N/A,Experience the power of eco-friendly production with our latest innovation.,Highly Original/Unexpected,Fear of Missing Out,Eco-friendly production,Visit store,None,Moderate & Engaging,Highly Authentic/Raw,3,Showcases a desired outcome,Text-heavy Introduction,Upbeat Jingle,Yes - 'The Secret',Anticipation,Static Shot,Highly Unique & Effective
https://tiktok.com/v299,dove_official,Dove,Beauty and Wellbeing,2024-04-10,Makro,True,1530410,31194,instagram,other say,38,Surreal,Neon Glow,High-key,Employee,2,Gen Z explorer,Experience the power of premium quality with our latest innovation.,Highly Original/Unexpected,Excitement,Premium quality,General brand awareness,Low - incidental - Challenges gender norms,Moderate & Engaging,Clearly Staged/Aspirational,3,Presents an intriguing visual,Direct Product Close-up,Dialogue snippet,Yes - 'Limited Offer',Urgency,Gradual Reveal,Effective but Standard
https://tiktok.com/v300,dove_official,Dove,Beauty and Wellbeing,2024-03-18,Mega,True,274106,10870,instagram,brand say,44,Avant-garde,Earthy neutrals,Theatrical spotlights,None,0,N/A,Experience the power of eco-friendly production with our latest innovation.,Clichéd/Uninspired,Excitement,Eco-friendly production,Download app,High - likely to provoke discussion/change - Challenges gender norms,Profound & Evocative,Clearly Staged/Aspirational,5,Presents an intriguing visual,Problem Setup Scene,Upbeat Jingle,No,Anticipation,Slow/Deliberate,Effective but Standard
https://tiktok.com/v301,make_over_official,Make Over,Beauty and Wellbeing,2024-07-08,Nano,False,130362,4479,instagram,other say,36,Abstract,Neon Glow,Bright/Overhead,None,0,N/A,Experience the power of eco-friendly production with our latest innovation.,Clichéd/Uninspired,Joy,Eco-friendly production,Visit store,High - likely to provoke discussion/change - Challenges gender norms,Purely Functional/None,Highly Authentic/Raw,5,Displays a startling fact,Direct Product Close-up,Upbeat Jingle,Yes - 'The Secret',Confusion,Static Shot,Highly Unique & Effective
https://tiktok.com/v302,vaseline_official,Vaseline,Beauty and Wellbeing,2024-05-27,Mikro,True,1547050,76306,instagram,brand say,50,Avant-garde,Earthy neutrals,Theatrical spotlights,Animal,3,N/A,Experience the power of long-lasting moisture with our latest innovation.,Standard/Expected,Aspiration,Long-lasting moisture,Follow social media,Low - incidental - Promotes inclusivity,Purely Functional/None,Highly Authentic/Raw,3,Presents an intriguing visual,Aspirational Lifestyle Scene,Upbeat Jingle,Yes - 'Wait...',Humor,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v303,rinso_official,Rinso,Home Care,2024-04-11,Mega,True,1827342,55623,instagram,other say,30,Abstract,"Cool tones (blues, greens)",Low-key,Influencer/KOL,3,Mixed,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Humor,Time-saving convenience,None,Moderate - raises awareness - Challenges gender norms,Profound & Evocative,Deliberately Stylized Realism,3,Displays a startling fact,Intriguing/Abstract Visual,Upbeat Jingle,No,Empathy,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v304,wipol_official,Wipol,Home Care,2024-03-16,Mikro,True,204167,4887,instagram,other say,60,Futuristic,"Cool tones (blues, greens)",High-key,Brand Founder/CEO,5+,Middle-aged professional male,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Fear of Missing Out,Healthier lifestyle,Visit store,Moderate - raises awareness - Promotes inclusivity,Purely Functional/None,Fictional/Fantastical,3,Displays a startling fact,Direct Product Close-up,Dialogue snippet,No,Empathy,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v305,attack_official,Attack,Home Care,2024-02-11,Makro,False,1432065,20775,instagram,brand say,35,Cinematic,Bright and saturated,Bright/Overhead,Narrator Only (unseen),0,N/A,Experience the power of eco-friendly production with our latest innovation.,Fresh Take on Familiar,Trust,Eco-friendly production,Download app,None,Profound & Evocative,Clearly Staged/Aspirational,4,Poses a direct question,Shocking/Unexpected Event,Dialogue snippet,Yes - 'How to?',Humor,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v306,rinso_official,Rinso,Home Care,2024-04-16,Mikro,True,69536,1307,instagram,other say,54,Avant-garde,Neon Glow,Natural daylight,Animal,5+,N/A,Experience the power of eco-friendly production with our latest innovation.,Standard/Expected,Security,Eco-friendly production,Purchase now,None,Purely Functional/None,Fictional/Fantastical,4,Showcases a desired outcome,Text-heavy Introduction,Dialogue snippet,No,Humor,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v307,vaseline_official,Vaseline,Beauty and Wellbeing,2024-04-26,Mega,True,712506,19547,instagram,brand say,36,Vibrant,"Cool tones (blues, greens)",Bright/Overhead,Influencer/KOL,2,Elderly couple,Experience the power of time-saving convenience with our latest innovation.,Highly Original/Unexpected,Excitement,Time-saving convenience,Share content,High - likely to provoke discussion/change - Focuses on sustainability,Purely Functional/None,Fictional/Fantastical,3,Introduces a relatable problem,Text-heavy Introduction,Whispered confession,Yes - 'Stop!',Curiosity,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v308,pantene_official,Pantene,Beauty and Wellbeing,2024-02-03,Nano,False,192792,4296,instagram,brand say,57,Vibrant,Earthy neutrals,Theatrical spotlights,Influencer/KOL,2,Mixed,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Joy,Healthier lifestyle,Follow social media,Low - incidental - Focuses on sustainability,Surface-level/Fleeting,Fictional/Fantastical,3,Presents an intriguing visual,Shocking/Unexpected Event,Whispered confession,No,Urgency,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v309,dove_official,Dove,Beauty and Wellbeing,2024-04-27,Mikro,True,655684,7419,instagram,brand say,60,Surreal,Earthy neutrals,Natural daylight,Brand Founder/CEO,5+,Mixed,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Empowerment,Long-lasting moisture,Follow social media,Low - incidental - Promotes inclusivity,Purely Functional/None,Highly Authentic/Raw,4,Showcases a desired outcome,Intriguing/Abstract Visual,Whispered confession,No,Confusion,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v310,attack_official,Attack,Home Care,2024-03-24,Makro,False,572497,18316,instagram,brand say,32,Surreal,"Cool tones (blues, greens)",Bright/Overhead,Narrator Only (unseen),0,N/A,Experience the power of time-saving convenience with our latest innovation.,Highly Original/Unexpected,Nostalgia,Time-saving convenience,Learn more,Low - incidental - Challenges gender norms,Moderate & Engaging,Deliberately Stylized Realism,5,Introduces a relatable problem,Facial Close-up of Talent,Abrupt Music Start,No,Calmness,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v311,sunlight_official,Sunlight,Home Care,2024-07-11,Makro,True,544618,17245,instagram,other say,15,Documentary-style,Earthy neutrals,High-key,None,0,N/A,Experience the power of premium quality with our latest innovation.,Highly Original/Unexpected,Trust,Premium quality,General brand awareness,None,Moderate & Engaging,Highly Authentic/Raw,3,Poses a direct question,Problem Setup Scene,Dialogue snippet,Yes - 'Limited Offer',Anticipation,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v312,biore_official,Biore,Beauty and Wellbeing,2024-06-18,Nano,False,84489,1278,instagram,other say,51,Gritty,Pastels,Theatrical spotlights,Brand Founder/CEO,5+,Elderly couple,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Nostalgia,Time-saving convenience,Visit store,High - likely to provoke discussion/change - Challenges gender norms,Moderate & Engaging,Deliberately Stylized Realism,3,Showcases a desired outcome,Shocking/Unexpected Event,Sudden Silence followed by sound,No,Humor,Static Shot,Highly Unique & Effective
https://tiktok.com/v313,biore_official,Biore,Beauty and Wellbeing,2024-04-16,Mega,False,262303,8795,instagram,brand say,51,Abstract,Muted Vintage,Colored gels,Narrator Only (unseen),0,N/A,Experience the power of healthier lifestyle with our latest innovation.,Clichéd/Uninspired,Aspiration,Healthier lifestyle,Follow social media,High - likely to provoke discussion/change - Promotes inclusivity,Moderate & Engaging,Fictional/Fantastical,3,Poses a direct question,Problem Setup Scene,Direct Voiceover Question,Yes - 'How to?',Anticipation,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v314,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-02-26,Mikro,True,264726,9447,instagram,brand say,60,Avant-garde,Muted Vintage,Natural daylight,Employee,3,Middle-aged professional male,Experience the power of unbeatable price with our latest innovation.,Standard/Expected,Trust,Unbeatable price,Purchase now,Moderate - raises awareness - Focuses on sustainability,Purely Functional/None,Highly Authentic/Raw,5,Poses a direct question,Aspirational Lifestyle Scene,Intriguing Sound Effects,No,Curiosity,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v315,vaseline_official,Vaseline,Beauty and Wellbeing,2024-07-19,Mikro,True,356348,16761,instagram,other say,31,Minimalist,Neon Glow,Colored gels,Professional Actor,2,Mixed,Experience the power of unbeatable price with our latest innovation.,Clichéd/Uninspired,Empathy,Unbeatable price,Learn more,High - likely to provoke discussion/change - Focuses on sustainability,Surface-level/Fleeting,Fictional/Fantastical,5,Introduces a relatable problem,Direct Product Close-up,Dialogue snippet,Yes - 'Wait...',Curiosity,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v316,dove_official,Dove,Beauty and Wellbeing,2024-05-09,Mega,True,157090,2452,instagram,brand say,55,Minimalist,Earthy neutrals,Natural daylight,Professional Actor,3,Middle-aged professional male,Experience the power of healthier lifestyle with our latest innovation.,Standard/Expected,Security,Healthier lifestyle,General brand awareness,Low - incidental - Promotes inclusivity,Surface-level/Fleeting,Perceived as Real,5,Introduces a relatable problem,Direct Product Close-up,Intriguing Sound Effects,No,Calmness,Static Shot,Effective but Standard
