link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall),Audio__Primary Audio Composition,Audio__Music Presence,Audio__Music Genre/Style
https://www.facebook.com/reel/2229721807557546/,Dummy Value,Pwb,Beauty Wellbeing,2026-01-30,Mega,True,1235.0,11.0,Facebook,Brand Say,23.0,Influencer review,"Warm tones, yellow, light background",Dummy Value,Micro KOL,1,Dummy Value,"The video introduces Pond's UV Miracle Sunscreen Matte, highlighting its BHA content for added skincare benefits beyond sun protection, and demonstrates its use as a poreless makeup base for a flawless look.",Dummy Value,"Confidence, feeling informed, beauty enhancement","Contains BHA for skin benefits, acts as a poreless makeup base, provides high sun protection (SPF 50 PA++++), and gives a matte finish.","Implicit (encourages product use), 'BACA ATURAN PAKAI' (read usage instructions)",No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,On-screen talent speaking with background music,No,Dummy Value
https://www.tiktok.com/@suhailahlbs/video/7601110421495549202,Dummy Value,Pwb,Beauty Wellbeing,2026-01-30,Nano,True,78.0,6.0,Tiktok,Other Say,17.0,"Product demonstration, casual","Pastel pink, earthy green, blue and white product",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes Pond's Hydrate & Glow Gel Moisturizer as a lightweight and comfortable option, encouraging viewers to avoid heavy moisturizers that cause a 'stuffy' feeling.",Dummy Value,"Comfort, relief, freshness","Lightweight, refreshing, non-stuffy, comfortable for daily use",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.facebook.com/reel/1393002845891952,Dummy Value,Biore Men,Beauty Wellbeing,2026-01-30,Macro,False,769.0,1.0,Facebook,Brand Say,15.0,Vibrant,"Bright, white, black, green accents",Dummy Value,Actor,,Dummy Value,"The advertisement introduces the new Men's Bioré 5-in-1 product, highlighting its multiple functions (shampoo, body wash, face wash, scalp wash, beard wash) and its masculine bergamot perfume, encouraging users to upgrade their shower routine.",Dummy Value,"Happiness, confidence, convenience","All-in-one convenience (5 functions), refreshing feeling, masculine scent",Implied: Upgrade your shower routine,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.facebook.com/reel/2103490733741125,Dummy Value,Tresemme,Beauty Wellbeing,2026-01-30,Mega,True,757.0,3.0,Facebook,Brand Say,28.0,Beauty tutorial,Warm tones,Dummy Value,Micro KOL,1,Dummy Value,"The video demonstrates how TRESemmé Keratin Smooth Serum quickly transforms frizzy, dull hair into smooth, shiny hair without making it feel heavy, highlighting its versatility for use before and after styling.",Dummy Value,"Confidence, satisfaction, desire for improved appearance","Instant frizz control, smoothness, shine, non-greasy feel",Get this flawless look dengan TRESemmé Keratin Smooth Serum. Tersedia di online dan offline store favorit kamu ✨,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@clarissaciell/video/7601118632185220373,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-30,Macro,True,22500.0,1522.0,Tiktok,Other Say,51.0,"Bright, Energetic, Informative","Pink, Yellow, White, Brown",Dummy Value,Micro KOL,1,Dummy Value,"The video invites viewers to the Sunsilk Hair Debut Academy event in Surabaya and Jakarta, emphasizing the importance of understanding hair health beyond just appearance and promoting Sunsilk Silky Smooth products for achieving soft, manageable hair.",Dummy Value,"Confidence, Self-care, Education","Silky, smooth, manageable, healthy hair",Visit the Sunsilk Hair Debut Academy event in Surabaya or Jakarta.,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@regiitenk/video/7601043788903091464,Dummy Value,Wardah,Beauty Wellbeing,2026-01-30,Macro,False,886.0,62.0,Tiktok,Other Say,41.0,"Product demonstration, close-up","Warm tones, pink, beige",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes a gentle retinol moisturizer for acne-prone skin, highlighting its non-irritating formula with nanocaps retinol, HPR retinoid, and gluta-cysteine. It also advises on its proper nighttime use and the importance of sunscreen in the morning.",Dummy Value,"Confidence, relief, trust","Gentle retinol for acne-prone skin that doesn't cause irritation, fast absorption, non-sticky, no fragrance, and skin brightening.",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.facebook.com/reel/1946189236247685,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-30,Mega,True,1600.0,4.0,Facebook,Brand Say,31.0,Vibrant,"Bright, natural tones (yellow, green, red, blue)",Dummy Value,Micro KOL,1,Dummy Value,"The ad addresses the problem of sun damage and odor in colored hair. It promotes Sunsilk Super Serum for UV protection and repair, and Sunsilk Hair Perfume to keep hair smelling fresh, encouraging viewers to try them.",Dummy Value,"Confidence, relief from hair problems, self-care","UV protection, hair repair, fresh hair scent",cuss cobain sekarang!!,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.facebook.com/reel/1606072317242953/,Dummy Value,Tresemme,Beauty Wellbeing,2026-01-30,Mega,True,14.0,3.0,Facebook,Brand Say,24.0,"Lifestyle, instructional","Warm tones, black, white",Dummy Value,Model/Influencer,1,Dummy Value,"A woman uses TRESemmé Keratin Smooth Treatment Mask to achieve a sleek, frizz-free hairstyle for a busy, professional day, emphasizing confidence and preparation.",Dummy Value,"Confidence, professionalism, readiness","Frizz-free styling, sleekness, professional look",Implied call to action to achieve a similar professional look.,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.facebook.com/reel/1666231507873373/,Dummy Value,Tresemme,Beauty Wellbeing,2026-01-30,Mega,True,15.0,2.0,Facebook,Brand Say,56.0,Tutorial,"Warm tones, neutral background (white, beige), dark hair",Dummy Value,Influencer,1,Dummy Value,"The video demonstrates a hair styling routine suitable for active individuals, highlighting how TRESemmé Keratin Smooth Serum helps maintain shiny, smooth, and manageable hair, preventing flatness and frizz even with frequent styling.",Dummy Value,"Confidence, convenience, beauty","Shiny, smooth, healthy, anti-frizz, anti-flat, easy to style hair, especially for active lifestyles due to KeratinBOND+.",Available at online and offline store,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.tiktok.com/@headandshouldersid/video/7601106945210174727,Dummy Value,Head & Shoulder,Beauty Wellbeing,2026-01-30,Macro,False,1009.0,4.0,Tiktok,Brand Say,15.0,"Vibrant, Commercial","Blue, White, Green, Yellow",Dummy Value,KOL/Presenter,2-5,Dummy Value,"The video promotes Head & Shoulders shampoos, highlighting new product launches, special Payday discounts, and free gifts for purchases made during a livestream, emphasizing benefits like reducing itchy scalp and making hair soft.",Dummy Value,"Excitement, satisfaction, value for money","Reduces itchy scalp, prevents dull/rough hair, fresh feeling, dandruff control.","CO PAS LIVESTREAM AUTO UNTUNG BESAR BEB! (Check out during livestream, get big profits/benefits)",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.facebook.com/reel/1941968063025505/,Dummy Value,Clear,Beauty Wellbeing,2026-01-30,Mega,True,121.0,6.0,Facebook,Brand Say,37.0,"Casual, energetic, product demonstration, challenge-based","Dark blue, white, black, grey, green (mint)",Dummy Value,KOL,1,Dummy Value,The video highlights a common problem (itchy scalp/dandruff) affecting a gamer and promotes Clear shampoo as the solution. It encourages viewers to share their own dandruff stories on TikTok using a specific hashtag or by commenting with a photo for a chance to win 5 million rupiah.,Dummy Value,"Relief, aspiration (winning prize), community connection","Dandruff relief, fresh scalp, focus without distraction","Share your story on TikTok for a chance to win money, check caption for details",No,Moderate,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.tiktok.com/@hannyssi/video/7601078872032955668,Dummy Value,Ellips,Beauty Wellbeing,2026-01-30,Micro,False,5323.0,391.0,Tiktok,Other Say,35.0,Vlog/Tutorial,"Warm tones, pink accents",Dummy Value,Micro KOL,1,Dummy Value,"The video demonstrates how to use Ellips Dry Shampoo to quickly refresh and add volume to oily hair after exercise, helping to maintain a polished look for activities like Pilates.",Dummy Value,"Confidence, convenience","Hair freshness and volume after exercise, quick hair refresh.",Implicit: Try this product,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@clearindonesia/video/7601068132110781716,Dummy Value,Clear,Beauty Wellbeing,2026-01-30,Mega,True,1079.0,23.0,Tiktok,Brand Say,37.0,"Influencer-led, product demonstration","Cool tones (blues, grays), black, white",Dummy Value,Micro KOL,1,Dummy Value,The ad addresses the problem of an itchy scalp during gaming and promotes Clear Men shampoo as a solution. It encourages viewers to share their dandruff experiences on TikTok for a chance to win a prize.,Dummy Value,"Frustration (from itch), relief, desire for reward.","Dandruff relief, fresh scalp (48 hours fresh), gaming focus without distraction.",Share your story on TikTok using #CLEARScalpTok or comment with a photo on Clear Indonesia's post for a chance to win Rp5.000.000.,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.tiktok.com/@herboristnaturalcare/video/7601127607903505671,Dummy Value,Herborist,Beauty Wellbeing,2026-01-30,Macro,False,5587.0,27.0,Tiktok,Brand Say,17.0,Direct and engaging,"Bright, white, pastel, natural green",Dummy Value,KOL,2,Dummy Value,"The video uses a humorous Q&A format between two women to showcase the brand's diverse range of body care products, implying there's a Herborist product for every need and time.",Dummy Value,"Convenience, satisfaction, choice","A complete range of body care products (lotion, mask, serum) suitable for different times and needs.",Implicit call to 'take all' products ('AMBILL SEMUAAA!!😍'),No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@livyasapphire/video/7601156970984377607,Dummy Value,L'oreal,Beauty Wellbeing,2026-01-30,Nano,False,1547.0,11.0,Tiktok,Other Say,126.0,"Informative, Direct, Clean","Warm tones (brown background, warm lighting), neutral (white top), red and gold (product packaging)",Dummy Value,Micro KOL,1,Dummy Value,"The video features an influencer promoting Kerastase Genesis Serum and Elixir Ultime, emphasizing that shiny, healthy hair isn't just genetic but requires effort and high-quality products. She highlights the benefits of each product for reducing hair fall, strengthening roots, promoting healthy growth, and providing instant shine without making hair oily.",Dummy Value,"Confidence, Desire","Reduces hair fall, strengthens roots, promotes healthy new hair growth, provides instant shine, non-greasy",Buy Kerastase now during the special brand day promotion to achieve 2026 hair goals.,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,On-screen talent speaking with background music,No,Dummy Value
https://www.tiktok.com/@regiitenk/video/7601043788903091464,Dummy Value,Wardah,Beauty Wellbeing,2026-01-30,Macro,False,886.0,62.0,Tiktok,Other Say,41.0,"Product demonstration, close-up","Warm tones, pink, beige",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes a gentle retinol moisturizer for acne-prone skin, highlighting its non-irritating formula with nanocaps retinol, HPR retinoid, and gluta-cysteine. It also advises on its proper nighttime use and the importance of sunscreen in the morning.",Dummy Value,"Confidence, relief, trust","Gentle retinol for acne-prone skin that doesn't cause irritation, fast absorption, non-sticky, no fragrance, and skin brightening.",,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@emina_hydrating/video/7601136149976927508,Dummy Value,Emina,Beauty Wellbeing,2026-01-30,Nano,False,117.0,13.0,Tiktok,Brand Say,19.0,Relatable,"Pastel, vibrant product colors, natural greens",Dummy Value,Actor,,Dummy Value,"A young woman uses Emina skincare, receives a notification about a special promotion, and excitedly goes to purchase the product set, which is then showcased.",Dummy Value,"Desire for beauty products and good deals, satisfaction","Brightening, glow, sun protection, special offer/value",Implied: Purchase the Emina Bright Glow Set to receive a free gift.,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Yes,Dummy Value
https://www.tiktok.com/@prestiapriliani/video/7600943205030415617,Dummy Value,Nivea,Beauty Wellbeing,2026-01-30,Micro,False,824.0,10.0,Tiktok,Other Say,8.0,Direct-to-camera presentation,"Purple, pink, white",Dummy Value,Micro KOL,1,Dummy Value,"The video advertises Nivea Extra Bright body lotion, highlighting that it's available at factory prices and encourages viewers to join a live stream for special offers.",Dummy Value,"Excitement, Thriftiness","Affordable price, Brightening",JOIN LIVE sekarang !,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@evelinepribadi/video/7601168708374924551,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-30,Macro,True,2299.0,88.0,Tiktok,Other Say,59.0,Vlogger/Influencer,"Yellow, brown, white, pink, gold",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes Sunsilk's Silky Smooth hair care line and encourages viewers to attend the 'Silky Hair Debut Academy' event in Surabaya and Jakarta, highlighting the benefits of using Sunsilk products for silky smooth and fragrant hair.",Dummy Value,"Confidence, attractiveness, feeling good about oneself","Silky smooth hair, softness, fragrance",Register/Join the event,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Yes,Dummy Value
https://www.facebook.com/reel/1269359031675614,Dummy Value,Pantene,Beauty Wellbeing,2026-01-30,Mega,False,970.0,0.0,Facebook,Brand Say,51.0,"Clean, bright, informative","Warm tones (white, gold, natural hair/skin tones)",Dummy Value,Micro KOL,1,Dummy Value,"The ad showcases the Pantene Miracles Intensive Bond Repair Mask, emphasizing its unique Pro-V pearls that melt upon application to nourish and repair hair, resulting in shiny, bouncy, and healthy-looking hair. It highlights the product's patented technology and absence of plastic or wax.",Dummy Value,"Confidence, desire for beautiful hair, self-care","Hair repair, nourishment, shine, bounce, healthy hair, pleasant scent, no plastic/wax",Pre-order on e-commerce platform,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Yes,Dummy Value
https://www.tiktok.com/@diormartasaris/video/7600985048044637458,Dummy Value,Wardah,Beauty Wellbeing,2026-01-30,Nano,False,81.0,2.0,Tiktok,Other Say,11.0,"Product Showcase, Review","Cool tones (teal, green) with natural green background",Dummy Value,,,Dummy Value,"The video promotes Wardah Hairfall Treatment shampoo and conditioner, highlighting their effectiveness in reducing hair loss, promoting new hair growth, moisturizing hair strands, and making hair soft, thanks to Rosemary and Ginseng ingredients.",Dummy Value,"Confidence (in hair), Relief (from hair loss concerns)","Reduces hair loss, promotes baby hair growth, moisturizes hair, makes hair smooth and soft.",Yes + 'kamu wajib cobain ini sih' (you must try this).,No,Moderate,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
